Fecha,SKU_ID,CEDI,Ventas_Unidades,Stock_Actual,Lead_Time_Dias,Promocion_Activa,Precio_Combustible_MXN,Clima,Costo_Quiebre_Stock_Diario,Costo_Transferencia_Unidad,Demanda_Futura_LT,Target_Riesgo_Quiebre,Ventas_Lag_1d,Stock_Lag_1d,Ventas_Media_3d,Ventas_Media_7d,Ventas_Max_7d,Demanda_Estimada_LT,Dias_Cobertura,Gap_Estimado_LT,Ratio_Cobertura_LT,Dia_Semana,Semana_Anio,Dia_Mes,Promocion_Activa_Num
2024-04-20,HZ-Champiñones-380g,CEDI_Bajio,94,324,5,0,23.85,Lluvia,8000,9.97,491.0,1,101.0,668.0,103.0,94.71428571428571,106.0,473.57142857142856,3.4208144796380093,-149.57142857142856,0.6841628959276018,5,16,20,0
2024-04-21,HZ-Champiñones-380g,CEDI_Bajio,107,899,5,0,22.94,Lluvia,8000,9.41,472.0,0,94.0,324.0,100.0,96.28571428571429,106.0,481.42857142857144,9.336795252225519,417.57142857142856,1.8673590504451039,6,16,21,0
2024-04-22,HZ-Champiñones-380g,CEDI_Bajio,97,1808,5,0,24.62,Despejado,8000,9.56,476.0,0,107.0,899.0,100.66666666666667,96.42857142857143,107.0,482.14285714285717,18.74962962962963,1325.857142857143,3.749925925925926,0,17,22,0
2024-04-23,HZ-Champiñones-380g,CEDI_Bajio,109,1511,5,0,23.71,Tormenta,8000,9.7,467.0,0,97.0,1808.0,99.33333333333333,97.71428571428571,107.0,488.57142857142856,15.463450292397662,1022.4285714285714,3.092690058479532,1,17,23,0
2024-04-24,HZ-Champiñones-380g,CEDI_Bajio,93,1685,5,0,23.76,Tormenta,8000,11.84,461.0,0,109.0,1511.0,104.33333333333333,102.28571428571429,109.0,511.42857142857144,16.473463687150836,1173.5714285714284,3.2946927374301676,2,17,24,0
2024-03-01,HZ-Champiñones-380g,CEDI_Norte,110,1871,3,1,23.11,Despejado,8000,10.14,282.0,0,110.0,1871.0,110.0,110.0,110.0,330.0,17.009090909090908,1541.0,5.66969696969697,4,9,1,1
2024-03-02,HZ-Champiñones-380g,CEDI_Norte,94,1891,3,1,23.51,Despejado,8000,11.37,283.0,0,110.0,1871.0,110.0,110.0,110.0,330.0,17.19090909090909,1561.0,5.7303030303030305,5,9,2,1
2024-03-03,HZ-Champiñones-380g,CEDI_Norte,84,997,3,0,23.89,Lluvia,8000,11.17,298.0,0,94.0,1891.0,102.0,102.0,110.0,306.0,9.77450980392157,691.0,3.258169934640523,6,9,3,0
2024-03-04,HZ-Champiñones-380g,CEDI_Norte,104,484,3,1,23.6,Lluvia,8000,8.33,299.0,0,84.0,997.0,96.0,96.0,110.0,288.0,5.041666666666667,196.0,1.6805555555555556,0,10,4,1
2024-03-05,HZ-Champiñones-380g,CEDI_Norte,95,370,3,0,24.69,Lluvia,8000,9.9,317.0,0,104.0,484.0,94.0,98.0,110.0,294.0,3.7755102040816326,76.0,1.2585034013605443,1,10,5,0
2024-03-06,HZ-Champiñones-380g,CEDI_Norte,99,1550,3,0,23.14,Lluvia,8000,10.61,341.0,0,95.0,370.0,94.33333333333333,97.4,110.0,292.20000000000005,15.913757700205338,1257.8,5.304585900068446,2,10,6,0
2024-03-07,HZ-Champiñones-380g,CEDI_Norte,105,759,3,1,23.63,Despejado,8000,11.23,344.0,0,99.0,1550.0,99.33333333333333,97.66666666666667,110.0,293.0,7.771331058020477,466.0,2.590443686006826,3,10,7,1
2024-03-08,HZ-Champiñones-380g,CEDI_Norte,113,412,3,0,23.04,Lluvia,8000,11.09,334.0,0,105.0,759.0,99.66666666666667,98.71428571428571,110.0,296.1428571428571,4.173661360347323,115.85714285714289,1.3912204534491077,4,10,8,0
2024-03-09,HZ-Champiñones-380g,CEDI_Norte,123,684,3,0,24.41,Lluvia,8000,10.86,307.0,0,113.0,412.0,105.66666666666667,99.14285714285714,113.0,297.42857142857144,6.89913544668588,386.57142857142856,2.2997118155619596,5,10,9,0
2024-03-10,HZ-Champiñones-380g,CEDI_Norte,108,394,3,0,22.96,Despejado,8000,11.17,298.0,0,123.0,684.0,113.66666666666667,103.28571428571429,123.0,309.8571428571429,3.8146611341632086,84.14285714285711,1.2715537113877362,6,10,10,0
2024-03-11,HZ-Champiñones-380g,CEDI_Norte,103,1426,3,0,23.21,Despejado,8000,10.3,294.0,0,108.0,394.0,114.66666666666667,106.71428571428571,123.0,320.1428571428571,13.362784471218207,1105.857142857143,4.454261490406069,0,11,11,0
2024-03-12,HZ-Champiñones-380g,CEDI_Norte,96,1599,3,0,23.71,Despejado,8000,10.4,280.0,0,103.0,1426.0,111.33333333333333,106.57142857142857,123.0,319.7142857142857,15.004021447721179,1279.2857142857142,5.001340482573727,1,11,12,0
2024-03-13,HZ-Champiñones-380g,CEDI_Norte,99,178,3,0,23.32,Despejado,8000,11.11,261.0,1,96.0,1599.0,102.33333333333333,106.71428571428571,123.0,320.1428571428571,1.6680053547523428,-142.1428571428571,0.5560017849174477,2,11,13,0
2024-03-14,HZ-Champiñones-380g,CEDI_Norte,99,433,3,1,23.2,Despejado,8000,12.13,261.0,0,99.0,178.0,99.33333333333333,106.71428571428571,123.0,320.1428571428571,4.057563587684069,112.85714285714289,1.35252119589469,3,11,14,1
2024-03-15,HZ-Champiñones-380g,CEDI_Norte,82,491,3,0,23.0,Despejado,8000,9.82,306.0,0,99.0,433.0,98.0,105.85714285714286,123.0,317.57142857142856,4.638326585695006,173.42857142857144,1.5461088618983356,4,11,15,0
2024-03-16,HZ-Champiñones-380g,CEDI_Norte,80,899,3,0,24.04,Despejado,8000,11.09,351.0,0,82.0,491.0,93.33333333333333,101.42857142857143,123.0,304.2857142857143,8.86338028169014,594.7142857142858,2.9544600938967136,5,11,16,0
2024-03-17,HZ-Champiñones-380g,CEDI_Norte,99,1831,3,0,23.63,Despejado,8000,10.16,353.0,0,80.0,899.0,87.0,95.28571428571429,108.0,285.8571428571429,19.21589205397301,1545.142857142857,6.405297351324337,6,11,17,0
2024-03-18,HZ-Champiñones-380g,CEDI_Norte,127,1771,3,0,23.87,Lluvia,8000,10.61,319.0,0,99.0,1831.0,87.0,94.0,103.0,282.0,18.840425531914892,1489.0,6.280141843971631,0,12,18,0
2024-03-19,HZ-Champiñones-380g,CEDI_Norte,125,64,3,0,23.83,Lluvia,8000,10.68,285.0,1,127.0,1771.0,102.0,97.42857142857143,127.0,292.2857142857143,0.656891495601173,-228.28571428571428,0.21896383186705767,1,12,19,0
2024-03-20,HZ-Champiñones-380g,CEDI_Norte,101,321,3,0,24.4,Despejado,8000,10.88,290.0,0,125.0,64.0,117.0,101.57142857142857,127.0,304.7142857142857,3.1603375527426163,16.285714285714278,1.0534458509142053,2,12,20,0
2024-03-21,HZ-Champiñones-380g,CEDI_Norte,93,462,3,0,23.43,Despejado,8000,9.49,296.0,0,101.0,321.0,117.66666666666667,101.85714285714286,127.0,305.57142857142856,4.535764375876577,156.42857142857144,1.511921458625526,3,12,21,0
2024-03-22,HZ-Champiñones-380g,CEDI_Norte,91,1474,3,0,23.55,Lluvia,8000,11.62,314.0,0,93.0,462.0,106.33333333333333,101.0,127.0,303.0,14.594059405940595,1171.0,4.864686468646864,4,12,22,0
2024-03-23,HZ-Champiñones-380g,CEDI_Norte,106,907,3,0,23.46,Despejado,8000,11.04,317.0,0,91.0,1474.0,95.0,102.28571428571429,127.0,306.8571428571429,8.86731843575419,600.1428571428571,2.955772811918063,5,12,23,0
2024-03-24,HZ-Champiñones-380g,CEDI_Norte,99,1807,3,0,23.09,Despejado,8000,8.56,319.0,0,106.0,907.0,96.66666666666667,106.0,127.0,318.0,17.047169811320753,1489.0,5.682389937106918,6,12,24,0
2024-03-25,HZ-Champiñones-380g,CEDI_Norte,109,1793,3,0,23.62,Despejado,8000,9.61,311.0,0,99.0,1807.0,98.66666666666667,106.0,127.0,318.0,16.91509433962264,1475.0,5.638364779874214,0,13,25,0
2024-03-26,HZ-Champiñones-380g,CEDI_Norte,109,1858,3,0,22.74,Lluvia,8000,7.67,307.0,0,109.0,1793.0,104.66666666666667,103.42857142857143,125.0,310.2857142857143,17.964088397790054,1547.7142857142858,5.988029465930018,1,13,26,0
2024-03-27,HZ-Champiñones-380g,CEDI_Norte,101,332,3,0,23.22,Despejado,8000,10.88,333.0,1,109.0,1858.0,105.66666666666667,101.14285714285714,109.0,303.42857142857144,3.282485875706215,28.571428571428555,1.094161958568738,2,13,27,0
2024-03-28,HZ-Champiñones-380g,CEDI_Norte,101,1429,3,0,23.94,Despejado,8000,10.0,332.0,0,101.0,332.0,106.33333333333333,101.14285714285714,109.0,303.42857142857144,14.128531073446329,1125.5714285714284,4.709510357815442,3,13,28,0
2024-03-29,HZ-Champiñones-380g,CEDI_Norte,105,693,3,0,23.54,Despejado,8000,9.82,325.0,0,101.0,1429.0,103.66666666666667,102.28571428571429,109.0,306.8571428571429,6.775139664804469,386.1428571428571,2.258379888268156,4,13,29,0
2024-03-30,HZ-Champiñones-380g,CEDI_Norte,127,478,3,0,23.81,Despejado,8000,11.54,315.0,0,105.0,693.0,102.33333333333333,104.28571428571429,109.0,312.8571428571429,4.583561643835616,165.1428571428571,1.5278538812785387,5,13,30,0
2024-03-31,HZ-Champiñones-380g,CEDI_Norte,100,1147,3,1,23.51,Despejado,8000,9.92,318.0,0,127.0,478.0,111.0,107.28571428571429,127.0,321.8571428571429,10.691078561917443,825.1428571428571,3.563692853972481,6,13,31,1
2024-04-01,HZ-Champiñones-380g,CEDI_Norte,98,491,3,0,23.6,Lluvia,8000,11.04,307.0,0,100.0,1147.0,110.66666666666667,107.42857142857143,127.0,322.2857142857143,4.570478723404255,168.71428571428572,1.5234929078014185,0,14,1,0
2024-04-02,HZ-Champiñones-380g,CEDI_Norte,117,81,3,0,24.44,Tormenta,8000,11.18,291.0,1,98.0,491.0,108.33333333333333,105.85714285714286,127.0,317.57142857142856,0.7651821862348178,-236.57142857142856,0.2550607287449393,1,14,2,0
2024-04-03,HZ-Champiñones-380g,CEDI_Norte,103,1144,3,0,22.82,Lluvia,8000,10.89,286.0,0,117.0,81.0,105.0,107.0,127.0,321.0,10.69158878504673,823.0,3.5638629283489096,2,14,3,0
2024-04-04,HZ-Champiñones-380g,CEDI_Norte,87,1261,3,0,23.57,Despejado,8000,9.27,295.0,0,103.0,1144.0,106.0,107.28571428571429,127.0,321.8571428571429,11.753661784287615,939.1428571428571,3.9178872614292053,3,14,4,0
2024-04-05,HZ-Champiñones-380g,CEDI_Norte,101,930,3,0,23.45,Despejado,8000,9.39,292.0,0,87.0,1261.0,102.33333333333333,105.28571428571429,127.0,315.8571428571429,8.833107191316145,614.1428571428571,2.9443690637720485,4,14,5,0
2024-04-06,HZ-Champiñones-380g,CEDI_Norte,98,564,3,0,23.22,Despejado,8000,9.38,285.0,0,101.0,930.0,97.0,104.71428571428571,127.0,314.1428571428571,5.3860845839017735,249.8571428571429,1.7953615279672581,5,14,6,0
2024-04-07,HZ-Champiñones-380g,CEDI_Norte,96,1054,3,0,23.33,Despejado,8000,10.35,301.0,0,98.0,564.0,95.33333333333333,100.57142857142857,117.0,301.7142857142857,10.480113636363637,752.2857142857142,3.493371212121212,6,14,7,0
2024-04-08,HZ-Champiñones-380g,CEDI_Norte,98,563,3,0,23.87,Despejado,8000,9.86,295.0,0,96.0,1054.0,98.33333333333333,100.0,117.0,300.0,5.63,263.0,1.8766666666666667,0,15,8,0
2024-04-09,HZ-Champiñones-380g,CEDI_Norte,91,199,3,0,23.87,Despejado,8000,10.48,308.0,1,98.0,563.0,97.33333333333333,100.0,117.0,300.0,1.99,-101.0,0.6633333333333333,1,15,9,0
2024-04-10,HZ-Champiñones-380g,CEDI_Norte,112,1874,3,0,23.51,Tormenta,8000,11.24,282.0,0,91.0,199.0,95.0,96.28571428571429,103.0,288.8571428571429,19.462908011869434,1585.142857142857,6.487636003956478,2,15,10,0
2024-04-11,HZ-Champiñones-380g,CEDI_Norte,92,1386,3,1,23.53,Despejado,8000,11.47,297.0,0,112.0,1874.0,100.33333333333333,97.57142857142857,112.0,292.7142857142857,14.20497803806735,1093.2857142857142,4.734992679355783,3,15,11,1
2024-04-12,HZ-Champiñones-380g,CEDI_Norte,104,757,3,0,23.38,Despejado,8000,11.53,286.0,0,92.0,1386.0,98.33333333333333,98.28571428571429,112.0,294.8571428571429,7.70203488372093,462.1428571428571,2.56734496124031,4,15,12,0
2024-04-13,HZ-Champiñones-380g,CEDI_Norte,86,741,3,0,24.34,Despejado,8000,9.91,314.0,0,104.0,757.0,102.66666666666667,98.71428571428571,112.0,296.1428571428571,7.506512301013025,444.8571428571429,2.502170767004342,5,15,13,0
2024-04-14,HZ-Champiñones-380g,CEDI_Norte,107,1365,3,0,23.65,Despejado,8000,12.57,308.0,0,86.0,741.0,94.0,97.0,112.0,291.0,14.072164948453608,1074.0,4.690721649484536,6,15,14,0
2024-04-15,HZ-Champiñones-380g,CEDI_Norte,93,1614,3,0,22.97,Despejado,8000,10.76,316.0,0,107.0,1365.0,99.0,98.57142857142857,112.0,295.7142857142857,16.37391304347826,1318.2857142857142,5.457971014492753,0,16,15,0
2024-04-16,HZ-Champiñones-380g,CEDI_Norte,114,430,3,0,24.17,Despejado,8000,11.51,305.0,0,93.0,1614.0,95.33333333333333,97.85714285714286,112.0,293.57142857142856,4.394160583941606,136.42857142857144,1.464720194647202,1,16,16,0
2024-04-17,HZ-Champiñones-380g,CEDI_Norte,101,1608,3,0,23.5,Despejado,8000,9.7,297.0,0,114.0,430.0,104.66666666666667,101.14285714285714,114.0,303.42857142857144,15.898305084745763,1304.5714285714284,5.299435028248587,2,16,17,0
2024-04-18,HZ-Champiñones-380g,CEDI_Norte,101,1933,3,1,23.45,Despejado,8000,11.11,305.0,0,101.0,1608.0,102.66666666666667,99.57142857142857,114.0,298.7142857142857,19.41319942611191,1634.2857142857142,6.471066475370636,3,16,18,1
2024-04-19,HZ-Champiñones-380g,CEDI_Norte,103,1545,3,0,24.28,Despejado,8000,8.79,309.0,0,101.0,1933.0,105.33333333333333,100.85714285714286,114.0,302.57142857142856,15.31869688385269,1242.4285714285716,5.1062322946175644,4,16,19,0
2024-04-20,HZ-Champiñones-380g,CEDI_Norte,93,1819,3,0,24.09,Despejado,8000,9.56,308.0,0,103.0,1545.0,101.66666666666667,100.71428571428571,114.0,302.1428571428571,18.06099290780142,1516.857142857143,6.02033096926714,5,16,20,0
2024-04-21,HZ-Champiñones-380g,CEDI_Norte,109,1658,3,0,23.35,Lluvia,8000,11.68,299.0,0,93.0,1819.0,99.0,101.71428571428571,114.0,305.1428571428571,16.30056179775281,1352.857142857143,5.4335205992509366,6,16,21,0
2024-04-22,HZ-Champiñones-380g,CEDI_Norte,107,93,3,0,23.26,Despejado,8000,9.03,301.0,1,109.0,1658.0,101.66666666666667,102.0,114.0,306.0,0.9117647058823529,-213.0,0.30392156862745096,0,17,22,0
2024-04-23,HZ-Champiñones-380g,CEDI_Norte,92,1557,3,0,23.45,Despejado,8000,9.42,311.0,0,107.0,93.0,103.0,104.0,114.0,312.0,14.971153846153847,1245.0,4.990384615384615,1,17,23,0
2024-04-24,HZ-Champiñones-380g,CEDI_Norte,100,1318,3,0,23.65,Despejado,8000,10.12,298.0,0,92.0,1557.0,102.66666666666667,100.85714285714286,109.0,302.57142857142856,13.067988668555241,1015.4285714285714,4.355996222851747,2,17,24,0
2024-04-25,HZ-Champiñones-380g,CEDI_Norte,109,1807,3,0,22.87,Lluvia,8000,12.29,287.0,0,100.0,1318.0,99.66666666666667,100.71428571428571,109.0,302.1428571428571,17.941843971631208,1504.857142857143,5.980614657210403,3,17,25,0
2024-04-26,HZ-Champiñones-380g,CEDI_Norte,102,270,3,1,23.5,Tormenta,8000,11.1,267.0,0,109.0,1807.0,100.33333333333333,101.85714285714286,109.0,305.57142857142856,2.6507713884992987,-35.571428571428555,0.8835904628330996,4,17,26,1
2024-03-01,HZ-Champiñones-380g,CEDI_Occidente,100,1750,5,0,23.05,Despejado,8000,9.68,521.0,0,100.0,1750.0,100.0,100.0,100.0,500.0,17.5,1250.0,3.5,4,9,1,0
2024-03-02,HZ-Champiñones-380g,CEDI_Occidente,105,1771,5,0,23.84,Despejado,8000,8.89,522.0,0,100.0,1750.0,100.0,100.0,100.0,500.0,17.71,1271.0,3.542,5,9,2,0
2024-03-03,HZ-Champiñones-380g,CEDI_Occidente,106,962,5,0,23.62,Despejado,8000,9.99,505.0,0,105.0,1771.0,102.5,102.5,105.0,512.5,9.385365853658536,449.5,1.8770731707317072,6,9,3,0
2024-03-04,HZ-Champiñones-380g,CEDI_Occidente,108,118,5,1,22.47,Despejado,8000,10.41,500.0,1,106.0,962.0,103.66666666666667,103.66666666666667,106.0,518.3333333333334,1.1382636655948553,-400.33333333333337,0.22765273311897105,0,10,4,1
2024-03-05,HZ-Champiñones-380g,CEDI_Occidente,107,1422,5,0,23.2,Despejado,8000,11.09,501.0,0,108.0,118.0,106.33333333333333,104.75,108.0,523.75,13.575178997613365,898.25,2.715035799522673,1,10,5,0
2024-03-06,HZ-Champiñones-380g,CEDI_Occidente,95,1716,5,0,23.92,Despejado,8000,9.17,497.0,0,107.0,1422.0,107.0,105.2,108.0,526.0,16.311787072243344,1190.0,3.2623574144486693,2,10,6,0
2024-03-07,HZ-Champiñones-380g,CEDI_Occidente,106,737,5,0,24.18,Lluvia,8000,10.14,482.0,0,95.0,1716.0,103.33333333333333,103.5,108.0,517.5,7.120772946859903,219.5,1.4241545893719807,3,10,7,0
2024-03-08,HZ-Champiñones-380g,CEDI_Occidente,89,1791,5,0,23.11,Despejado,8000,9.88,489.0,0,106.0,737.0,102.66666666666667,103.85714285714286,108.0,519.2857142857143,17.24484181568088,1271.7142857142858,3.4489683631361756,4,10,8,0
2024-03-09,HZ-Champiñones-380g,CEDI_Occidente,103,944,5,0,24.37,Despejado,8000,10.7,492.0,0,89.0,1791.0,96.66666666666667,102.28571428571429,108.0,511.42857142857144,9.22905027932961,432.57142857142856,1.8458100558659218,5,10,9,0
2024-03-10,HZ-Champiñones-380g,CEDI_Occidente,108,1232,5,0,23.38,Despejado,8000,11.46,499.0,0,103.0,944.0,99.33333333333333,102.0,108.0,510.0,12.07843137254902,722.0,2.4156862745098038,6,10,10,0
2024-03-11,HZ-Champiñones-380g,CEDI_Occidente,91,391,5,0,24.34,Despejado,8000,10.92,513.0,1,108.0,1232.0,100.0,102.28571428571429,108.0,511.42857142857144,3.822625698324022,-120.42857142857144,0.7645251396648044,0,11,11,0
2024-03-12,HZ-Champiñones-380g,CEDI_Occidente,91,291,5,0,23.44,Despejado,8000,10.06,522.0,1,91.0,391.0,100.66666666666667,99.85714285714286,108.0,499.28571428571433,2.9141630901287554,-208.28571428571433,0.582832618025751,1,11,12,0
2024-03-13,HZ-Champiñones-380g,CEDI_Occidente,96,549,5,0,23.62,Lluvia,8000,10.74,549.0,1,91.0,291.0,96.66666666666667,97.57142857142857,108.0,487.85714285714283,5.626647144948755,61.14285714285717,1.125329428989751,2,11,13,0
2024-03-14,HZ-Champiñones-380g,CEDI_Occidente,106,1015,5,0,23.38,Despejado,8000,11.65,555.0,0,96.0,549.0,92.66666666666667,97.71428571428571,108.0,488.57142857142856,10.387426900584796,526.4285714285714,2.077485380116959,3,11,14,0
2024-03-15,HZ-Champiñones-380g,CEDI_Occidente,115,695,5,0,23.02,Despejado,8000,10.65,544.0,0,106.0,1015.0,97.66666666666667,97.71428571428571,108.0,488.57142857142856,7.112573099415205,206.42857142857144,1.422514619883041,4,11,15,0
2024-03-16,HZ-Champiñones-380g,CEDI_Occidente,105,1916,5,0,22.93,Despejado,8000,10.51,559.0,0,115.0,695.0,105.66666666666667,101.42857142857143,115.0,507.14285714285717,18.890140845070423,1408.857142857143,3.7780281690140844,5,11,16,0
2024-03-17,HZ-Champiñones-380g,CEDI_Occidente,100,1289,5,0,23.87,Despejado,8000,10.69,550.0,0,105.0,1916.0,108.66666666666667,101.71428571428571,115.0,508.57142857142856,12.672752808988765,780.4285714285714,2.534550561797753,6,11,17,0
2024-03-18,HZ-Champiñones-380g,CEDI_Occidente,123,1679,5,0,24.62,Tormenta,8000,10.09,520.0,0,100.0,1289.0,106.66666666666667,100.57142857142857,115.0,502.85714285714283,16.694602272727273,1176.142857142857,3.3389204545454545,0,12,18,0
2024-03-19,HZ-Champiñones-380g,CEDI_Occidente,112,1655,5,0,23.49,Despejado,8000,12.78,499.0,0,123.0,1679.0,109.33333333333333,105.14285714285714,123.0,525.7142857142857,15.740489130434783,1129.2857142857142,3.148097826086957,1,12,19,0
2024-03-20,HZ-Champiñones-380g,CEDI_Occidente,104,918,5,0,24.5,Despejado,8000,13.61,486.0,0,112.0,1655.0,111.66666666666667,108.14285714285714,123.0,540.7142857142857,8.488771466314398,377.28571428571433,1.69775429326288,2,12,20,0
2024-03-21,HZ-Champiñones-380g,CEDI_Occidente,120,1146,5,0,23.78,Tormenta,8000,9.48,456.0,0,104.0,918.0,113.0,109.28571428571429,123.0,546.4285714285714,10.486274509803922,599.5714285714286,2.0972549019607842,3,12,21,0
2024-03-22,HZ-Champiñones-380g,CEDI_Occidente,91,1613,5,0,23.25,Despejado,8000,9.84,449.0,0,120.0,1146.0,112.0,111.28571428571429,123.0,556.4285714285714,14.494223363286263,1056.5714285714284,2.898844672657253,4,12,22,0
2024-03-23,HZ-Champiñones-380g,CEDI_Occidente,93,952,5,0,24.02,Lluvia,8000,11.04,459.0,0,91.0,1613.0,105.0,107.85714285714286,123.0,539.2857142857143,8.826490066225166,412.71428571428567,1.7652980132450329,5,12,23,0
2024-03-24,HZ-Champiñones-380g,CEDI_Occidente,91,1431,5,1,23.44,Despejado,8000,9.73,471.0,0,93.0,952.0,101.33333333333333,106.14285714285714,123.0,530.7142857142857,13.481830417227457,900.2857142857143,2.6963660834454917,6,12,24,1
2024-03-25,HZ-Champiñones-380g,CEDI_Occidente,91,1798,5,0,23.41,Despejado,8000,11.17,475.0,0,91.0,1431.0,91.66666666666667,104.85714285714286,123.0,524.2857142857143,17.147138964577657,1273.7142857142858,3.429427792915531,0,13,25,0
2024-03-26,HZ-Champiñones-380g,CEDI_Occidente,90,1782,5,1,23.67,Despejado,8000,12.46,493.0,0,91.0,1798.0,91.66666666666667,100.28571428571429,120.0,501.42857142857144,17.769230769230766,1280.5714285714284,3.5538461538461537,1,13,26,1
2024-03-27,HZ-Champiñones-380g,CEDI_Occidente,84,1934,5,0,23.0,Despejado,8000,9.53,507.0,0,90.0,1782.0,90.66666666666667,97.14285714285714,120.0,485.71428571428567,19.908823529411766,1448.2857142857142,3.9817647058823535,2,13,27,0
2024-03-28,HZ-Champiñones-380g,CEDI_Occidente,103,759,5,0,23.46,Despejado,8000,7.31,496.0,0,84.0,1934.0,88.33333333333333,94.28571428571429,120.0,471.42857142857144,8.049999999999999,287.57142857142856,1.6099999999999999,3,13,28,0
2024-03-29,HZ-Champiñones-380g,CEDI_Occidente,103,1229,5,0,23.46,Despejado,8000,10.42,494.0,0,103.0,759.0,92.33333333333333,91.85714285714286,103.0,459.28571428571433,13.379471228615863,769.7142857142857,2.6758942457231725,4,13,29,0
2024-03-30,HZ-Champiñones-380g,CEDI_Occidente,95,1087,5,0,23.25,Despejado,8000,9.13,489.0,0,103.0,1229.0,96.66666666666667,93.57142857142857,103.0,467.85714285714283,11.61679389312977,619.1428571428571,2.323358778625954,5,13,30,0
2024-03-31,HZ-Champiñones-380g,CEDI_Occidente,108,1507,5,0,23.46,Despejado,8000,10.99,473.0,0,95.0,1087.0,100.33333333333333,93.85714285714286,103.0,469.28571428571433,16.056316590563164,1037.7142857142858,3.211263318112633,6,13,31,0
2024-04-01,HZ-Champiñones-380g,CEDI_Occidente,98,314,5,0,22.59,Lluvia,8000,10.61,488.0,1,108.0,1507.0,102.0,96.28571428571429,108.0,481.42857142857144,3.261127596439169,-167.42857142857144,0.6522255192878338,0,14,1,0
2024-04-02,HZ-Champiñones-380g,CEDI_Occidente,92,1789,5,0,23.01,Lluvia,8000,11.9,501.0,0,98.0,314.0,100.33333333333333,97.28571428571429,108.0,486.42857142857144,18.38913362701909,1302.5714285714284,3.677826725403818,1,14,2,0
2024-04-03,HZ-Champiñones-380g,CEDI_Occidente,101,142,5,0,24.33,Lluvia,8000,10.62,498.0,1,92.0,1789.0,99.33333333333333,97.57142857142857,108.0,487.85714285714283,1.4553440702781846,-345.85714285714283,0.2910688140556369,2,14,3,0
2024-04-04,HZ-Champiñones-380g,CEDI_Occidente,90,626,5,0,23.66,Tormenta,8000,10.64,499.0,0,101.0,142.0,97.0,100.0,108.0,500.0,6.26,126.0,1.252,3,14,4,0
2024-04-05,HZ-Champiñones-380g,CEDI_Occidente,92,1898,5,1,24.05,Tormenta,8000,8.93,486.0,0,90.0,626.0,94.33333333333333,98.14285714285714,108.0,490.71428571428567,19.3391557496361,1407.2857142857142,3.86783114992722,4,14,5,1
2024-04-06,HZ-Champiñones-380g,CEDI_Occidente,113,373,5,0,23.4,Despejado,8000,10.04,469.0,1,92.0,1898.0,94.33333333333333,96.57142857142857,108.0,482.85714285714283,3.8624260355029585,-109.85714285714283,0.7724852071005918,5,14,6,0
2024-04-07,HZ-Champiñones-380g,CEDI_Occidente,105,1771,5,0,23.13,Despejado,8000,8.48,469.0,0,113.0,373.0,98.33333333333333,99.14285714285714,113.0,495.71428571428567,17.863112391930837,1275.2857142857142,3.5726224783861675,6,14,7,0
2024-04-08,HZ-Champiñones-380g,CEDI_Occidente,98,1142,5,1,23.06,Despejado,8000,11.35,459.0,0,105.0,1771.0,103.33333333333333,98.71428571428571,113.0,493.57142857142856,11.568740955137482,648.4285714285714,2.3137481910274964,0,15,8,1
2024-04-09,HZ-Champiñones-380g,CEDI_Occidente,91,947,5,1,23.35,Despejado,8000,9.56,471.0,0,98.0,1142.0,105.33333333333333,98.71428571428571,113.0,493.57142857142856,9.593342981186687,453.42857142857144,1.9186685962373373,1,15,9,1
2024-04-10,HZ-Champiñones-380g,CEDI_Occidente,79,1146,5,0,24.88,Despejado,8000,10.19,503.0,0,91.0,947.0,98.0,98.57142857142857,113.0,492.85714285714283,11.626086956521739,653.1428571428571,2.325217391304348,2,15,10,0
2024-04-11,HZ-Champiñones-380g,CEDI_Occidente,96,1378,5,0,24.85,Despejado,8000,11.33,509.0,0,79.0,1146.0,89.33333333333333,95.42857142857143,113.0,477.14285714285717,14.44011976047904,900.8571428571429,2.8880239520958084,3,15,11,0
2024-04-12,HZ-Champiñones-380g,CEDI_Occidente,105,713,5,1,24.59,Despejado,8000,11.2,505.0,0,96.0,1378.0,88.66666666666667,96.28571428571429,113.0,481.42857142857144,7.405044510385756,231.57142857142856,1.4810089020771513,4,15,12,1
2024-04-13,HZ-Champiñones-380g,CEDI_Occidente,88,654,5,0,23.47,Despejado,8000,9.67,506.0,0,105.0,713.0,93.33333333333333,98.14285714285714,113.0,490.71428571428567,6.6637554585152845,163.28571428571433,1.332751091703057,5,15,13,0
2024-04-14,HZ-Champiñones-380g,CEDI_Occidente,103,1129,5,0,23.94,Lluvia,8000,10.3,518.0,0,88.0,654.0,96.33333333333333,94.57142857142857,105.0,472.85714285714283,11.938066465256798,656.1428571428571,2.3876132930513596,6,15,14,0
2024-04-15,HZ-Champiñones-380g,CEDI_Occidente,111,1138,5,0,22.95,Despejado,8000,11.37,493.0,0,103.0,1129.0,98.66666666666667,94.28571428571429,105.0,471.42857142857144,12.069696969696968,666.5714285714286,2.413939393939394,0,16,15,0
2024-04-16,HZ-Champiñones-380g,CEDI_Occidente,102,1455,5,0,23.65,Despejado,8000,10.75,519.0,0,111.0,1138.0,100.66666666666667,96.14285714285714,111.0,480.71428571428567,15.133729569093612,974.2857142857143,3.0267459138187225,1,16,16,0
