Fecha,SKU_ID,CEDI,Ventas_Unidades,Stock_Actual,Lead_Time_Dias,Promocion_Activa,Precio_Combustible_MXN,Clima,Costo_Quiebre_Stock_Diario,Costo_Transferencia_Unidad,Demanda_Futura_LT,Target_Riesgo_Quiebre,Ventas_Lag_1d,Stock_Lag_1d,Ventas_Media_3d,Ventas_Media_7d,Ventas_Max_7d,Demanda_Estimada_LT,Dias_Cobertura,Gap_Estimado_LT,Ratio_Cobertura_LT,Dia_Semana,Semana_Anio,Dia_Mes,Promocion_Activa_Num,Riesgo_Probabilidad,Alerta_Riesgo
2024-04-24,HZ-Atun-Agua-140g,CEDI_Sur,115,1892,5,1,24.55,Tormenta,8000,9.11,504.0,0,86.0,78.0,108.0,100.0,134.0,500.0,18.92,1392.0,3.784,2,17,24,1,0.00017965314,0
2024-03-01,HZ-Champiñones-380g,CEDI_Bajio,91,1765,5,0,23.49,Despejado,8000,8.83,494.0,0,91.0,1765.0,91.0,91.0,91.0,455.0,19.395604395604398,1310.0,3.879120879120879,4,9,1,0,0.000333757,0
2024-03-02,HZ-Champiñones-380g,CEDI_Bajio,96,1042,5,0,24.11,Despejado,8000,10.35,477.0,0,91.0,1765.0,91.0,91.0,91.0,455.0,11.45054945054945,587.0,2.29010989010989,5,9,2,0,0.001259086,0
2024-03-03,HZ-Champiñones-380g,CEDI_Bajio,111,1590,5,0,23.72,Lluvia,8000,9.04,461.0,0,96.0,1042.0,93.5,93.5,96.0,467.5,17.005347593582886,1122.5,3.4010695187165774,6,9,3,0,0.0005520546,0
2024-03-04,HZ-Champiñones-380g,CEDI_Bajio,92,810,5,0,22.62,Despejado,8000,12.0,449.0,0,111.0,1590.0,99.33333333333331,99.33333333333331,111.0,496.6666666666666,8.154362416107382,313.33333333333337,1.6308724832214767,0,10,4,0,0.0015880807,0
2024-03-05,HZ-Champiñones-380g,CEDI_Bajio,89,1452,5,0,23.36,Despejado,8000,11.11,465.0,0,92.0,810.0,99.66666666666669,97.5,111.0,487.5,14.892307692307693,964.5,2.9784615384615383,1,10,5,0,0.0004650151,0
2024-03-06,HZ-Champiñones-380g,CEDI_Bajio,106,882,5,0,23.11,Despejado,8000,9.88,439.0,0,89.0,1452.0,97.33333333333331,95.8,111.0,479.0,9.20668058455115,403.0,1.8413361169102296,2,10,6,0,0.0007326744,0
2024-03-07,HZ-Champiñones-380g,CEDI_Bajio,79,1516,5,0,23.55,Despejado,8000,10.04,464.0,0,106.0,882.0,95.66666666666669,97.5,111.0,487.5,15.548717948717949,1028.5,3.10974358974359,3,10,7,0,0.0002689927,0
2024-03-08,HZ-Champiñones-380g,CEDI_Bajio,95,409,5,0,23.82,Lluvia,8000,12.66,477.0,1,79.0,1516.0,91.33333333333331,94.85714285714286,111.0,474.28571428571433,4.311746987951807,-65.28571428571433,0.8623493975903613,4,10,8,0,0.99964094,1
2024-03-09,HZ-Champiñones-380g,CEDI_Bajio,80,958,5,0,22.72,Despejado,8000,11.55,502.0,0,95.0,409.0,93.33333333333331,95.42857142857144,111.0,477.1428571428572,10.038922155688622,480.8571428571428,2.0077844311377246,5,10,9,0,0.0021471616,0
2024-03-10,HZ-Champiñones-380g,CEDI_Bajio,105,1667,5,1,23.89,Despejado,8000,10.11,496.0,0,80.0,958.0,84.66666666666667,93.14285714285714,111.0,465.71428571428567,17.89723926380368,1201.2857142857142,3.5794478527607367,6,10,10,1,0.00036720076,0
2024-03-11,HZ-Champiñones-380g,CEDI_Bajio,80,1621,5,1,24.16,Despejado,8000,11.19,504.0,0,105.0,1667.0,93.33333333333331,92.28571428571428,106.0,461.4285714285714,17.56501547987616,1159.5714285714284,3.513003095975232,0,11,11,1,0.0006275806,0
2024-03-12,HZ-Champiñones-380g,CEDI_Bajio,104,1841,5,0,22.9,Despejado,8000,10.46,499.0,0,80.0,1621.0,88.33333333333333,90.57142857142856,106.0,452.8571428571428,20.32649842271293,1388.142857142857,4.065299684542587,1,11,12,0,0.0013951429,0
2024-03-13,HZ-Champiñones-380g,CEDI_Bajio,108,1985,5,0,23.86,Tormenta,8000,10.13,476.0,0,104.0,1841.0,96.33333333333331,92.71428571428572,106.0,463.57142857142856,21.409861325115564,1521.4285714285716,4.2819722650231125,2,11,13,0,0.00038130448,0
2024-03-14,HZ-Champiñones-380g,CEDI_Bajio,105,891,5,0,24.38,Despejado,8000,9.47,494.0,0,108.0,1985.0,97.33333333333331,93.0,108.0,465.0,9.580645161290322,426.0,1.9161290322580644,3,11,14,0,0.00077244587,0
2024-03-15,HZ-Champiñones-380g,CEDI_Bajio,99,889,5,0,24.15,Despejado,8000,10.12,514.0,0,105.0,891.0,105.66666666666669,96.71428571428572,108.0,483.57142857142856,9.192023633677993,405.4285714285714,1.8384047267355983,4,11,15,0,0.0009800816,0
2024-03-16,HZ-Champiñones-380g,CEDI_Bajio,88,503,5,0,22.93,Despejado,8000,10.61,511.0,1,99.0,889.0,104.0,97.28571428571428,108.0,486.4285714285714,5.1703377386196765,16.571428571428555,1.0340675477239354,5,11,16,0,0.98693025,0
2024-03-17,HZ-Champiñones-380g,CEDI_Bajio,99,1760,5,0,23.78,Despejado,8000,10.59,507.0,0,88.0,503.0,97.33333333333331,98.42857142857144,108.0,492.1428571428572,17.88098693759071,1267.857142857143,3.576197387518142,6,11,17,0,0.00034127,0
2024-03-18,HZ-Champiñones-380g,CEDI_Bajio,85,920,5,0,22.78,Despejado,8000,8.2,530.0,0,99.0,1760.0,95.33333333333331,97.57142857142856,108.0,487.8571428571428,9.428989751098095,432.1428571428572,1.8857979502196196,0,12,18,0,0.0016090194,0
2024-03-19,HZ-Champiñones-380g,CEDI_Bajio,123,1405,5,0,24.51,Despejado,8000,9.14,493.0,0,85.0,920.0,90.66666666666669,98.28571428571428,108.0,491.4285714285714,14.295058139534882,913.5714285714286,2.859011627906977,1,12,19,0,0.00045197626,0
2024-03-20,HZ-Champiñones-380g,CEDI_Bajio,119,153,5,0,23.29,Despejado,8000,11.44,475.0,1,123.0,1405.0,102.33333333333331,101.0,123.0,505.0,1.5148514851485149,-352.0,0.3029702970297029,2,12,20,0,0.9985247,1
2024-03-21,HZ-Champiñones-380g,CEDI_Bajio,85,103,5,0,23.68,Lluvia,8000,10.8,489.0,1,119.0,153.0,109.0,102.57142857142856,123.0,512.8571428571429,1.004178272980501,-409.8571428571429,0.2008356545961002,3,12,21,0,0.998271,1
2024-03-22,HZ-Champiñones-380g,CEDI_Bajio,95,1737,5,0,22.45,Despejado,8000,11.91,499.0,0,85.0,103.0,109.0,99.71428571428572,123.0,498.57142857142856,17.41977077363897,1238.4285714285716,3.483954154727794,4,12,22,0,0.00046266025,0
2024-03-23,HZ-Champiñones-380g,CEDI_Bajio,108,1413,5,0,23.18,Despejado,8000,10.96,506.0,0,95.0,1737.0,99.66666666666669,99.14285714285714,123.0,495.71428571428567,14.252161383285303,917.2857142857144,2.850432276657061,5,12,23,0,0.00021563463,0
2024-03-24,HZ-Champiñones-380g,CEDI_Bajio,86,1992,5,0,22.9,Despejado,8000,9.46,523.0,0,108.0,1413.0,96.0,102.0,123.0,510.0,19.529411764705884,1482.0,3.905882352941176,6,12,24,0,0.00019409579,0
2024-03-25,HZ-Champiñones-380g,CEDI_Bajio,101,276,5,0,23.0,Despejado,8000,9.27,532.0,1,86.0,1992.0,96.33333333333331,100.14285714285714,123.0,500.71428571428567,2.756062767475036,-224.7142857142857,0.5512125534950072,0,13,25,0,0.99666166,0
2024-03-26,HZ-Champiñones-380g,CEDI_Bajio,99,759,5,0,22.73,Tormenta,8000,11.59,540.0,0,101.0,276.0,98.33333333333331,102.42857142857144,123.0,512.1428571428571,7.410041841004184,246.8571428571429,1.482008368200837,1,13,26,0,0.00036229118,0
2024-03-27,HZ-Champiñones-380g,CEDI_Bajio,105,1454,5,0,22.98,Despejado,8000,8.87,543.0,0,99.0,759.0,95.33333333333331,99.0,119.0,495.0,14.686868686868689,959.0,2.937373737373737,2,13,27,0,0.0002011566,0
2024-03-28,HZ-Champiñones-380g,CEDI_Bajio,115,817,5,0,23.04,Despejado,8000,11.86,518.0,0,105.0,1454.0,101.66666666666669,97.0,108.0,485.0,8.422680412371134,332.0,1.6845360824742268,3,13,28,0,0.0020810438,0
2024-03-29,HZ-Champiñones-380g,CEDI_Bajio,103,353,5,0,23.64,Despejado,8000,7.16,522.0,1,115.0,817.0,106.33333333333331,101.28571428571428,115.0,506.4285714285714,3.485190409026798,-153.42857142857144,0.6970380818053596,4,13,29,0,0.99841595,1
2024-03-30,HZ-Champiñones-380g,CEDI_Bajio,110,488,5,0,23.11,Despejado,8000,11.9,510.0,1,103.0,353.0,107.66666666666669,102.42857142857144,115.0,512.1428571428571,4.764295676429567,-24.14285714285711,0.9528591352859136,5,13,30,0,0.9987684,1
2024-03-31,HZ-Champiñones-380g,CEDI_Bajio,107,1172,5,0,24.15,Despejado,8000,11.26,529.0,0,110.0,488.0,109.33333333333331,102.71428571428572,115.0,513.5714285714286,11.41029207232267,658.4285714285714,2.282058414464534,6,13,31,0,0.00013608551,0
2024-04-01,HZ-Champiñones-380g,CEDI_Bajio,108,1682,5,0,23.44,Despejado,8000,11.24,521.0,0,107.0,1172.0,106.66666666666669,105.71428571428572,115.0,528.5714285714286,15.910810810810812,1153.4285714285716,3.1821621621621623,0,14,1,0,0.00015224454,0
2024-04-02,HZ-Champiñones-380g,CEDI_Bajio,90,547,5,0,23.67,Despejado,8000,8.16,526.0,0,108.0,1682.0,108.33333333333331,106.71428571428572,115.0,533.5714285714286,5.125836680053548,13.428571428571445,1.0251673360107096,1,14,2,0,0.021654984,0
2024-04-03,HZ-Champiñones-380g,CEDI_Bajio,107,1576,5,0,23.52,Despejado,8000,11.27,512.0,0,90.0,547.0,101.66666666666669,105.42857142857144,115.0,527.1428571428571,14.948509485094853,1048.857142857143,2.9897018970189704,2,14,3,0,0.00016680635,0
2024-04-04,HZ-Champiñones-380g,CEDI_Bajio,98,1058,5,1,23.31,Despejado,8000,10.19,526.0,0,107.0,1576.0,101.66666666666669,105.71428571428572,115.0,528.5714285714286,10.00810810810811,529.4285714285714,2.001621621621622,3,14,4,1,0.000112093876,0
2024-04-05,HZ-Champiñones-380g,CEDI_Bajio,126,965,5,0,23.34,Despejado,8000,11.01,509.0,0,98.0,1058.0,98.33333333333331,103.28571428571428,110.0,516.4285714285714,9.343015214384508,448.57142857142856,1.8686030428769016,4,14,5,0,0.000468264,0
2024-04-06,HZ-Champiñones-380g,CEDI_Bajio,100,1397,5,0,23.22,Despejado,8000,9.84,518.0,0,126.0,965.0,110.33333333333331,106.57142857142856,126.0,532.8571428571429,13.108579088471853,864.1428571428571,2.62171581769437,5,14,6,0,0.00012726734,0
2024-04-07,HZ-Champiñones-380g,CEDI_Bajio,95,1063,5,0,23.39,Despejado,8000,11.68,533.0,0,100.0,1397.0,108.0,105.14285714285714,126.0,525.7142857142857,10.110054347826088,537.2857142857143,2.022010869565217,6,14,7,0,0.0001291052,0
2024-04-08,HZ-Champiñones-380g,CEDI_Bajio,93,1966,5,0,22.83,Lluvia,8000,9.41,523.0,0,95.0,1063.0,107.0,103.42857142857144,126.0,517.1428571428571,19.00828729281768,1448.857142857143,3.801657458563536,0,15,8,0,0.00024117898,0
2024-04-09,HZ-Champiñones-380g,CEDI_Bajio,112,753,5,0,23.74,Despejado,8000,9.44,517.0,0,93.0,1966.0,96.0,101.28571428571428,126.0,506.4285714285714,7.434414668547249,246.57142857142856,1.4868829337094498,1,15,9,0,0.000102366794,0
2024-04-10,HZ-Champiñones-380g,CEDI_Bajio,109,645,5,0,23.61,Despejado,8000,10.19,496.0,0,112.0,753.0,100.0,104.42857142857144,126.0,522.1428571428571,6.176470588235294,122.85714285714288,1.2352941176470589,2,15,10,0,0.00011350724,0
2024-04-11,HZ-Champiñones-380g,CEDI_Bajio,109,985,5,0,23.09,Despejado,8000,10.23,464.0,0,109.0,645.0,104.66666666666669,104.71428571428572,126.0,523.5714285714286,9.406548431105048,461.4285714285714,1.8813096862210097,3,15,11,0,0.0003147079,0
2024-04-12,HZ-Champiñones-380g,CEDI_Bajio,110,793,5,0,23.75,Despejado,8000,11.49,457.0,0,109.0,985.0,110.0,106.28571428571428,126.0,531.4285714285714,7.461021505376344,261.57142857142856,1.4922043010752688,4,15,12,0,0.00021884614,0
2024-04-13,HZ-Champiñones-380g,CEDI_Bajio,83,1813,5,0,23.05,Tormenta,8000,9.19,479.0,0,110.0,793.0,109.33333333333331,104.0,112.0,520.0,17.432692307692307,1293.0,3.4865384615384616,5,15,13,0,0.00026652208,0
2024-04-14,HZ-Champiñones-380g,CEDI_Bajio,106,120,5,0,22.48,Despejado,8000,9.12,474.0,1,83.0,1813.0,100.66666666666669,101.57142857142856,112.0,507.8571428571428,1.181434599156118,-387.8571428571428,0.2362869198312236,6,15,14,0,0.99924767,1
2024-04-15,HZ-Champiñones-380g,CEDI_Bajio,88,1983,5,0,23.4,Despejado,8000,9.0,480.0,0,106.0,120.0,99.66666666666669,103.14285714285714,112.0,515.7142857142857,19.225761772853183,1467.2857142857142,3.845152354570637,0,16,15,0,9.145422e-05,0
2024-04-16,HZ-Champiñones-380g,CEDI_Bajio,77,962,5,1,23.73,Tormenta,8000,9.74,510.0,0,88.0,1983.0,92.33333333333331,102.42857142857144,112.0,512.1428571428571,9.391910739191074,449.8571428571429,1.878382147838215,1,16,16,1,0.00028758304,0
2024-04-17,HZ-Champiñones-380g,CEDI_Bajio,103,1283,5,0,23.43,Despejado,8000,8.53,504.0,0,77.0,962.0,90.33333333333331,97.42857142857144,110.0,487.1428571428572,13.168621700879765,795.8571428571429,2.633724340175953,2,16,17,0,0.000292812,0
2024-04-18,HZ-Champiñones-380g,CEDI_Bajio,105,1355,5,0,23.18,Lluvia,8000,8.62,508.0,0,103.0,1283.0,89.33333333333333,96.57142857142856,110.0,482.8571428571428,14.031065088757396,872.1428571428571,2.8062130177514795,3,16,18,0,0.00034933834,0
2024-04-19,HZ-Champiñones-380g,CEDI_Bajio,101,668,5,0,22.94,Despejado,8000,11.57,500.0,0,105.0,1355.0,95.0,96.0,110.0,480.0,6.958333333333333,188.0,1.3916666666666666,4,16,19,0,0.002588436,0
2024-04-20,HZ-Champiñones-380g,CEDI_Bajio,94,324,5,0,23.85,Lluvia,8000,9.97,491.0,1,101.0,668.0,103.0,94.71428571428572,106.0,473.57142857142856,3.4208144796380093,-149.57142857142856,0.6841628959276018,5,16,20,0,0.99932134,1
2024-04-21,HZ-Champiñones-380g,CEDI_Bajio,107,899,5,0,22.94,Lluvia,8000,9.41,472.0,0,94.0,324.0,100.0,96.28571428571428,106.0,481.4285714285714,9.33679525222552,417.57142857142856,1.867359050445104,6,16,21,0,0.0014124251,0
2024-04-22,HZ-Champiñones-380g,CEDI_Bajio,97,1808,5,0,24.62,Despejado,8000,9.56,476.0,0,107.0,899.0,100.66666666666669,96.42857142857144,107.0,482.1428571428572,18.74962962962963,1325.857142857143,3.749925925925926,0,17,22,0,0.0005937529,0
2024-04-23,HZ-Champiñones-380g,CEDI_Bajio,109,1511,5,0,23.71,Tormenta,8000,9.7,467.0,0,97.0,1808.0,99.33333333333331,97.71428571428572,107.0,488.57142857142856,15.463450292397662,1022.4285714285714,3.092690058479532,1,17,23,0,0.00022993097,0
2024-04-24,HZ-Champiñones-380g,CEDI_Bajio,93,1685,5,0,23.76,Tormenta,8000,11.84,461.0,0,109.0,1511.0,104.33333333333331,102.28571428571428,109.0,511.4285714285714,16.473463687150836,1173.5714285714284,3.294692737430168,2,17,24,0,0.0004015639,0
2024-03-01,HZ-Champiñones-380g,CEDI_Norte,110,1871,3,1,23.11,Despejado,8000,10.14,282.0,0,110.0,1871.0,110.0,110.0,110.0,330.0,17.009090909090908,1541.0,5.66969696969697,4,9,1,1,0.00028650588,0
2024-03-02,HZ-Champiñones-380g,CEDI_Norte,94,1891,3,1,23.51,Despejado,8000,11.37,283.0,0,110.0,1871.0,110.0,110.0,110.0,330.0,17.19090909090909,1561.0,5.730303030303031,5,9,2,1,0.00031982106,0
2024-03-03,HZ-Champiñones-380g,CEDI_Norte,84,997,3,0,23.89,Lluvia,8000,11.17,298.0,0,94.0,1891.0,102.0,102.0,110.0,306.0,9.77450980392157,691.0,3.258169934640523,6,9,3,0,0.0010445253,0
2024-03-04,HZ-Champiñones-380g,CEDI_Norte,104,484,3,1,23.6,Lluvia,8000,8.33,299.0,0,84.0,997.0,96.0,96.0,110.0,288.0,5.041666666666667,196.0,1.6805555555555556,0,10,4,1,0.0060556275,0
2024-03-05,HZ-Champiñones-380g,CEDI_Norte,95,370,3,0,24.69,Lluvia,8000,9.9,317.0,0,104.0,484.0,94.0,98.0,110.0,294.0,3.7755102040816326,76.0,1.2585034013605445,1,10,5,0,0.005852626,0
2024-03-06,HZ-Champiñones-380g,CEDI_Norte,99,1550,3,0,23.14,Lluvia,8000,10.61,341.0,0,95.0,370.0,94.33333333333331,97.4,110.0,292.20000000000005,15.913757700205338,1257.8,5.304585900068446,2,10,6,0,0.0006203419,0
2024-03-07,HZ-Champiñones-380g,CEDI_Norte,105,759,3,1,23.63,Despejado,8000,11.23,344.0,0,99.0,1550.0,99.33333333333331,97.66666666666669,110.0,293.0,7.771331058020477,466.0,2.590443686006826,3,10,7,1,0.00073414005,0
2024-03-08,HZ-Champiñones-380g,CEDI_Norte,113,412,3,0,23.04,Lluvia,8000,11.09,334.0,0,105.0,759.0,99.66666666666669,98.71428571428572,110.0,296.1428571428571,4.173661360347323,115.85714285714288,1.3912204534491075,4,10,8,0,0.0089230575,0
2024-03-09,HZ-Champiñones-380g,CEDI_Norte,123,684,3,0,24.41,Lluvia,8000,10.86,307.0,0,113.0,412.0,105.66666666666669,99.14285714285714,113.0,297.42857142857144,6.89913544668588,386.57142857142856,2.29971181556196,5,10,9,0,0.0005588471,0
2024-03-10,HZ-Champiñones-380g,CEDI_Norte,108,394,3,0,22.96,Despejado,8000,11.17,298.0,0,123.0,684.0,113.66666666666669,103.28571428571428,123.0,309.8571428571429,3.8146611341632086,84.14285714285711,1.2715537113877362,6,10,10,0,0.0048801834,0
2024-03-11,HZ-Champiñones-380g,CEDI_Norte,103,1426,3,0,23.21,Despejado,8000,10.3,294.0,0,108.0,394.0,114.66666666666669,106.71428571428572,123.0,320.1428571428571,13.362784471218207,1105.857142857143,4.454261490406069,0,11,11,0,0.00015892857,0
2024-03-12,HZ-Champiñones-380g,CEDI_Norte,96,1599,3,0,23.71,Despejado,8000,10.4,280.0,0,103.0,1426.0,111.33333333333331,106.57142857142856,123.0,319.7142857142857,15.00402144772118,1279.2857142857142,5.001340482573727,1,11,12,0,0.00013349853,0
2024-03-13,HZ-Champiñones-380g,CEDI_Norte,99,178,3,0,23.32,Despejado,8000,11.11,261.0,1,96.0,1599.0,102.33333333333331,106.71428571428572,123.0,320.1428571428571,1.6680053547523428,-142.1428571428571,0.5560017849174477,2,11,13,0,0.9983621,1
2024-03-14,HZ-Champiñones-380g,CEDI_Norte,99,433,3,1,23.2,Despejado,8000,12.13,261.0,0,99.0,178.0,99.33333333333331,106.71428571428572,123.0,320.1428571428571,4.057563587684069,112.85714285714288,1.35252119589469,3,11,14,1,0.0013930876,0
2024-03-15,HZ-Champiñones-380g,CEDI_Norte,82,491,3,0,23.0,Despejado,8000,9.82,306.0,0,99.0,433.0,98.0,105.85714285714286,123.0,317.57142857142856,4.638326585695006,173.42857142857144,1.5461088618983356,4,11,15,0,0.0014819504,0
2024-03-16,HZ-Champiñones-380g,CEDI_Norte,80,899,3,0,24.04,Despejado,8000,11.09,351.0,0,82.0,491.0,93.33333333333331,101.42857142857144,123.0,304.2857142857143,8.86338028169014,594.7142857142858,2.9544600938967136,5,11,16,0,0.00023017399,0
2024-03-17,HZ-Champiñones-380g,CEDI_Norte,99,1831,3,0,23.63,Despejado,8000,10.16,353.0,0,80.0,899.0,87.0,95.28571428571428,108.0,285.8571428571429,19.21589205397301,1545.142857142857,6.405297351324337,6,11,17,0,0.00045363198,0
2024-03-18,HZ-Champiñones-380g,CEDI_Norte,127,1771,3,0,23.87,Lluvia,8000,10.61,319.0,0,99.0,1831.0,87.0,94.0,103.0,282.0,18.84042553191489,1489.0,6.280141843971631,0,12,18,0,0.0007292784,0
2024-03-19,HZ-Champiñones-380g,CEDI_Norte,125,64,3,0,23.83,Lluvia,8000,10.68,285.0,1,127.0,1771.0,102.0,97.42857142857144,127.0,292.2857142857143,0.656891495601173,-228.28571428571428,0.2189638318670576,1,12,19,0,0.9991222,1
2024-03-20,HZ-Champiñones-380g,CEDI_Norte,101,321,3,0,24.4,Despejado,8000,10.88,290.0,0,125.0,64.0,117.0,101.57142857142856,127.0,304.7142857142857,3.1603375527426163,16.285714285714278,1.0534458509142053,2,12,20,0,0.17290762,0
2024-03-21,HZ-Champiñones-380g,CEDI_Norte,93,462,3,0,23.43,Despejado,8000,9.49,296.0,0,101.0,321.0,117.66666666666669,101.85714285714286,127.0,305.57142857142856,4.535764375876577,156.42857142857144,1.511921458625526,3,12,21,0,0.00059860916,0
2024-03-22,HZ-Champiñones-380g,CEDI_Norte,91,1474,3,0,23.55,Lluvia,8000,11.62,314.0,0,93.0,462.0,106.33333333333331,101.0,127.0,303.0,14.594059405940596,1171.0,4.864686468646864,4,12,22,0,0.00017682351,0
2024-03-23,HZ-Champiñones-380g,CEDI_Norte,106,907,3,0,23.46,Despejado,8000,11.04,317.0,0,91.0,1474.0,95.0,102.28571428571428,127.0,306.8571428571429,8.86731843575419,600.1428571428571,2.955772811918063,5,12,23,0,0.00021535969,0
2024-03-24,HZ-Champiñones-380g,CEDI_Norte,99,1807,3,0,23.09,Despejado,8000,8.56,319.0,0,106.0,907.0,96.66666666666669,106.0,127.0,318.0,17.047169811320753,1489.0,5.682389937106918,6,12,24,0,0.0001279518,0
2024-03-25,HZ-Champiñones-380g,CEDI_Norte,109,1793,3,0,23.62,Despejado,8000,9.61,311.0,0,99.0,1807.0,98.66666666666669,106.0,127.0,318.0,16.91509433962264,1475.0,5.638364779874214,0,13,25,0,7.88115e-05,0
2024-03-26,HZ-Champiñones-380g,CEDI_Norte,109,1858,3,0,22.74,Lluvia,8000,7.67,307.0,0,109.0,1793.0,104.66666666666669,103.42857142857144,125.0,310.2857142857143,17.964088397790054,1547.7142857142858,5.988029465930018,1,13,26,0,0.00025266927,0
2024-03-27,HZ-Champiñones-380g,CEDI_Norte,101,332,3,0,23.22,Despejado,8000,10.88,333.0,1,109.0,1858.0,105.66666666666669,101.14285714285714,109.0,303.42857142857144,3.282485875706215,28.571428571428555,1.094161958568738,2,13,27,0,0.9069757,0
2024-03-28,HZ-Champiñones-380g,CEDI_Norte,101,1429,3,0,23.94,Despejado,8000,10.0,332.0,0,101.0,332.0,106.33333333333331,101.14285714285714,109.0,303.42857142857144,14.128531073446329,1125.5714285714284,4.709510357815442,3,13,28,0,0.00014517254,0
2024-03-29,HZ-Champiñones-380g,CEDI_Norte,105,693,3,0,23.54,Despejado,8000,9.82,325.0,0,101.0,1429.0,103.66666666666669,102.28571428571428,109.0,306.8571428571429,6.775139664804469,386.1428571428571,2.258379888268156,4,13,29,0,0.00021915224,0
2024-03-30,HZ-Champiñones-380g,CEDI_Norte,127,478,3,0,23.81,Despejado,8000,11.54,315.0,0,105.0,693.0,102.33333333333331,104.28571428571428,109.0,312.8571428571429,4.583561643835616,165.1428571428571,1.5278538812785387,5,13,30,0,0.004471202,0
2024-03-31,HZ-Champiñones-380g,CEDI_Norte,100,1147,3,1,23.51,Despejado,8000,9.92,318.0,0,127.0,478.0,111.0,107.28571428571428,127.0,321.8571428571429,10.691078561917443,825.1428571428571,3.563692853972481,6,13,31,1,6.0337003e-05,0
2024-04-01,HZ-Champiñones-380g,CEDI_Norte,98,491,3,0,23.6,Lluvia,8000,11.04,307.0,0,100.0,1147.0,110.66666666666669,107.42857142857144,127.0,322.2857142857143,4.570478723404255,168.71428571428572,1.5234929078014183,0,14,1,0,0.0022674191,0
2024-04-02,HZ-Champiñones-380g,CEDI_Norte,117,81,3,0,24.44,Tormenta,8000,11.18,291.0,1,98.0,491.0,108.33333333333331,105.85714285714286,127.0,317.57142857142856,0.7651821862348178,-236.57142857142856,0.2550607287449393,1,14,2,0,0.99769443,1
2024-04-03,HZ-Champiñones-380g,CEDI_Norte,103,1144,3,0,22.82,Lluvia,8000,10.89,286.0,0,117.0,81.0,105.0,107.0,127.0,321.0,10.69158878504673,823.0,3.5638629283489096,2,14,3,0,0.00038886067,0
2024-04-04,HZ-Champiñones-380g,CEDI_Norte,87,1261,3,0,23.57,Despejado,8000,9.27,295.0,0,103.0,1144.0,106.0,107.28571428571428,127.0,321.8571428571429,11.753661784287615,939.1428571428572,3.917887261429205,3,14,4,0,8.0306956e-05,0
2024-04-05,HZ-Champiñones-380g,CEDI_Norte,101,930,3,0,23.45,Despejado,8000,9.39,292.0,0,87.0,1261.0,102.33333333333331,105.28571428571428,127.0,315.8571428571429,8.833107191316145,614.1428571428571,2.9443690637720485,4,14,5,0,8.661826e-05,0
2024-04-06,HZ-Champiñones-380g,CEDI_Norte,98,564,3,0,23.22,Despejado,8000,9.38,285.0,0,101.0,930.0,97.0,104.71428571428572,127.0,314.1428571428571,5.3860845839017735,249.8571428571429,1.795361527967258,5,14,6,0,0.00014081258,0
2024-04-07,HZ-Champiñones-380g,CEDI_Norte,96,1054,3,0,23.33,Despejado,8000,10.35,301.0,0,98.0,564.0,95.33333333333331,100.57142857142856,117.0,301.7142857142857,10.480113636363637,752.2857142857142,3.493371212121212,6,14,7,0,0.0001380782,0
2024-04-08,HZ-Champiñones-380g,CEDI_Norte,98,563,3,0,23.87,Despejado,8000,9.86,295.0,0,96.0,1054.0,98.33333333333331,100.0,117.0,300.0,5.63,263.0,1.8766666666666667,0,15,8,0,0.00011024715,0
2024-04-09,HZ-Champiñones-380g,CEDI_Norte,91,199,3,0,23.87,Despejado,8000,10.48,308.0,1,98.0,563.0,97.33333333333331,100.0,117.0,300.0,1.99,-101.0,0.6633333333333333,1,15,9,0,0.99784446,1
2024-04-10,HZ-Champiñones-380g,CEDI_Norte,112,1874,3,0,23.51,Tormenta,8000,11.24,282.0,0,91.0,199.0,95.0,96.28571428571428,103.0,288.8571428571429,19.462908011869438,1585.142857142857,6.487636003956478,2,15,10,0,0.00049729546,0
2024-04-11,HZ-Champiñones-380g,CEDI_Norte,92,1386,3,1,23.53,Despejado,8000,11.47,297.0,0,112.0,1874.0,100.33333333333331,97.57142857142856,112.0,292.7142857142857,14.20497803806735,1093.2857142857142,4.734992679355783,3,15,11,1,0.00036565587,0
2024-04-12,HZ-Champiñones-380g,CEDI_Norte,104,757,3,0,23.38,Despejado,8000,11.53,286.0,0,92.0,1386.0,98.33333333333331,98.28571428571428,112.0,294.8571428571429,7.70203488372093,462.1428571428571,2.56734496124031,4,15,12,0,0.00045439604,0
2024-04-13,HZ-Champiñones-380g,CEDI_Norte,86,741,3,0,24.34,Despejado,8000,9.91,314.0,0,104.0,757.0,102.66666666666669,98.71428571428572,112.0,296.1428571428571,7.506512301013025,444.8571428571429,2.502170767004342,5,15,13,0,0.00030506987,0
2024-04-14,HZ-Champiñones-380g,CEDI_Norte,107,1365,3,0,23.65,Despejado,8000,12.57,308.0,0,86.0,741.0,94.0,97.0,112.0,291.0,14.072164948453608,1074.0,4.690721649484536,6,15,14,0,0.0004801048,0
2024-04-15,HZ-Champiñones-380g,CEDI_Norte,93,1614,3,0,22.97,Despejado,8000,10.76,316.0,0,107.0,1365.0,99.0,98.57142857142856,112.0,295.7142857142857,16.37391304347826,1318.2857142857142,5.457971014492753,0,16,15,0,0.0005929806,0
